x,y,z,s,layer_index,turn_index,B_at_600A_T,angle_at_600A_deg,quench_current_A,status
0.011223470971982992,0.059421482938989266,0.008,0.04122347097198299,1,381,2.9808681928989946,143.41934302401503,,never_quenched
0.008891535954285306,0.05845018144490609,0.009333333333333334,0.03889153595428531,0,381,7.69104231203876,168.82791117069374,480.34351006375795,ok
0.008295237761566245,0.06386386477059149,0.009,0.03829523776156624,0,381,8.553689898678094,126.77528926740187,479.2492821547427,ok
0.005084746981133779,0.06731378844102742,0.005333333333333333,0.03508474698113378,1,381,11.073328136413021,85.28182119972853,,never_quenched
0.008871852450480612,0.06418224842999204,0.006666666666666666,0.03887185245048061,1,381,7.561259850108547,95.84440207926639,,never_quenched
0.004577620951944205,0.06013082246229587,0.004999999999999999,0.03457762095194421,1,381,0.5815792734296334,22.308529112040077,,never_quenched
0.0017812226724414387,0.05579429481805495,0.005666666666666667,0.03178122267244144,1,381,5.429176431448227,95.64770339585249,,never_quenched
0.005024096643251852,0.057986328839323434,0.005333333333333333,0.03502409664325185,1,381,2.5700810036583976,166.59188883602465,,never_quenched
0.0017812226724414387,0.053450544818054946,0.006333333333333333,0.03178122267244144,1,381,5.534641806007335,102.529931010302,,never_quenched
0.004033541410337497,0.04971925797302377,0.010333333333333333,0.034033541410337494,0,381,12.521008145714118,124.48006016041982,441.8174910751487,ok
0.006117953384352859,0.051357934584076594,0.010999999999999998,0.036117953384352856,0,381,13.60701086538233,136.0352741095505,415.16292056365387,ok
0.009240883523177645,0.058562415104840185,0.010666666666666666,0.039240883523177644,0,381,5.8738949206263324,164.69506037806607,526.4718484511066,ok
0.006625667785500427,0.06455288886928075,0.010333333333333333,0.03662566778550043,0,381,9.476288234540363,130.1482300348772,455.69983221881074,ok
0.006391278053830811,0.05772640748377973,0.012333333333333335,0.03639127805383081,0,381,12.082597702206153,172.9725521892838,403.04464173975197,ok
0.00849121853029607,0.060736510988767166,0.011666666666666665,0.038491218530296065,0,381,5.412444665813202,171.14342608842423,545.373883652547,ok
0.008417089093973935,0.06406607640469053,0.010999999999999998,0.038417089093973934,0,381,8.326062256167546,129.83869594848179,480.1613532431438,ok
0.00639127805383081,0.05772640748377973,0.013000000000000001,0.03639127805383081,0,381,9.525540902675603,170.8231155827891,440.55251786734567,ok
0.006117953384352862,0.04864206541592332,0.013333333333333336,0.03611795338435286,0,381,13.659811041429093,132.6059094438417,422.06366128828097,ok
0.010177447464592412,0.05135793458407659,0.013666666666666667,0.04017744746459241,0,381,17.094175665226565,146.5340822166256,401.23565986868726,ok
0.004808184160873315,0.06772907008565067,0.012,0.034808184160873314,0,381,9.476941591342417,119.64179001491885,478.2846115953889,ok
0.0061429311420071065,0.06629285852667809,0.012,0.036142931142007104,0,381,8.637159870374559,121.50546250977057,489.28576462345137,ok
0.007442483624627094,0.0655738187836301,0.010666666666666666,0.03744248362462709,0,381,7.784414217826763,126.18635532287956,498.8599501281173,ok
0.004808184160873315,0.06772907008565067,0.009666666666666667,0.034808184160873314,0,381,10.238105836170625,104.99018465375866,560.4275119268297,ok
0.002933184160873321,0.06772907008565067,0.013000000000000005,0.03293318416087332,0,381,10.031828617734899,125.84837157307864,452.8077111179567,ok
0.006625667785500427,0.06455288886928076,0.012333333333333335,0.03662566778550043,0,381,10.101455624848303,145.7327811274585,427.70629244715406,ok
0.01153571307152849,0.0594176613457671,0.006999999999999999,0.041535713071528486,1,381,3.8356393413462313,153.4658864383727,,never_quenched
0.011356022330397415,0.05526305691126996,0.008,0.04135602233039741,1,381,5.914736138913104,138.68002902404612,532.1859651444804,ok
0.0059881027170334234,0.04850529294104738,0.009666666666666667,0.03598810271703342,0,381,12.057118115261877,121.33314432866132,454.3246962980514,ok
0.009521388008927047,0.051952083079591524,0.009,0.039521388008927044,0,381,9.77986264069633,108.1899383112503,524.1989785204026,ok
0.010524999325808367,0.056582084358016496,0.006333333333333333,0.040524999325808365,1,381,3.1527257651594627,86.19498962346385,,never_quenched
0.007836596643251845,0.05870628120722762,0.005666666666666667,0.03783659664325184,1,381,2.2109620544557234,150.9432620303618,,never_quenched
0.006117953384352859,0.051357934584076594,0.011666666666666665,0.036117953384352856,0,381,11.755384057887431,126.52805518450157,435.89641715939104,ok
0.008491218530296071,0.060736510988767166,0.013666666666666667,0.03849121853029607,0,381,12.90371190805149,177.58952445364238,404.71733793486925,ok
0.006625667785500428,0.06455288886928076,0.013000000000000001,0.03662566778550043,0,381,11.309521003222992,148.7926096284854,409.3299232586803,ok
0.004267931142007113,0.06629285852667809,0.013666666666666667,0.03426793114200711,0,381,11.663098922279726,147.94863481808602,404.8227158540286,ok
0.004033541410337497,0.04971925797302377,0.012333333333333335,0.034033541410337494,0,381,14.0370333717264,134.316842675102,418.73117214319603,ok
0.0019491294363221297,0.04629831541592333,0.013000000000000005,0.03194912943632213,0,381,17.521333755527937,126.98529011710272,434.74377595278304,ok
0.003209746981133785,0.06731378844102742,0.004333333333333333,0.033209746981133784,1,381,11.14227283529874,84.49851494164851,,never_quenched
0.002726097242081461,0.06414890275791854,0.001,0.03272609724208146,2,477,8.17096862015954,56.68497712315193,501.2614763419389,ok
0.0032380486210407244,0.06738695137895928,0.0026666666666666666,0.033238048621040725,2,477,11.706455738799093,75.60357681070661,566.7492802172899,ok
0.004221881232023627,0.061247432556329036,0.001,0.034221881232023625,2,477,4.960082085555152,20.128686689940693,569.6558100427291,ok
0.003283876417455919,0.05929672302510403,0.003666666666666667,0.03328387641745592,2,477,2.0193790282209307,6.577283439066008,,never_quenched
0.004572795602174516,0.06595073981998668,0.003,0.034572795602174515,2,477,11.344954429298664,79.19144723757161,,never_quenched
0.003444913426264294,0.05642521438248713,0.0026666666666666666,0.033444913426264294,2,477,5.917912420595338,61.071310054427975,584.6503062975312,ok
0.007629265876744919,0.059575010444574986,0.003,0.03762926587674492,2,477,2.249370015567339,75.81338560241461,,never_quenched
0.007043185061463524,0.06154152723945762,0.0026666666666666666,0.03704318506146352,2,477,4.127249471762586,28.43813746253963,,never_quenched
0.0029915679798843326,0.05732205959682099,0.0003333333333333332,0.03299156797988433,2,477,7.179720804626007,23.95479703985882,498.2098364581404,ok
0.0029967701467515638,0.0536630805099415,0.0013333333333333333,0.032996770146751564,2,477,8.93954253651191,52.920641136999066,476.5350448416911,ok
0.00449255413669373,0.054511610308351985,0.0016666666666666666,0.03449255413669373,2,477,8.404549438186763,56.50723446441855,494.57518166517883,ok
0.008871852450480612,0.06418224842999204,0.005333333333333333,0.03887185245048061,1,381,7.713977576789029,97.45889177179329,,never_quenched
0.0045444939622675765,0.06587757688205484,0.003666666666666667,0.034544493962267574,2,477,11.250921424716903,82.08616417493776,,never_quenched
0.00461862339858971,0.06020426146613145,0.004,0.03461862339858971,2,477,1.7205652730902938,8.35420971379549,,never_quenched
